BS002630.1,Japan,BA.1.1.2,complete
BS002631.1,Japan,BA.1.1.2,complete
BS002632.1,Japan,BA.1.1.2,complete
BS002633.1,Japan,BA.1.1.2,complete
BS002634.1,Japan,BA.1.1.2,complete
BS002635.1,Japan,AY.29,complete
BS002636.1,Japan,BA.1.1,complete
BS002637.1,Japan,BA.1.1.2,complete
BS002638.1,Japan,BA.1.1.2,complete
BS002639.1,Japan,BA.1.1.2,complete
BS002640.1,Japan,BA.1.1.2,complete
BS002641.1,Japan,BA.1.1,complete
BS002642.1,Japan,BA.1.1.2,complete
BS002643.1,Japan,AY.29.2,complete
BS002644.1,Japan,BA.1.1.2,complete
BS002645.1,Japan,BA.1.1.2,complete
BS002646.1,Japan,BA.1.1.2,complete
BS002647.1,Japan,BA.1.1.2,complete
BS002648.1,Japan,BA.1.1.2,complete
BS002649.1,Japan,BA.1.1.2,complete
BS002650.1,Japan,BA.1.1.2,complete
BS002651.1,Japan,BA.1.1.2,complete
BS002652.1,Japan,BA.1.1.2,complete
BS002653.1,Japan,AY.29,complete
BS002654.1,Japan,BA.1.1.2,complete
BS002655.1,Japan,BA.1.1.2,complete
BS002656.1,Japan,BA.1.1,complete
BS002657.1,Japan,BA.1.1.2,complete
BS002658.1,Japan,BC.1,complete
BS002659.1,Japan,BC.1,complete
BS002660.1,Japan,BA.1.1,complete
BS002661.1,Japan,BA.1.1.2,complete
BS002662.1,Japan,BC.1,complete
BS002663.1,Japan,BA.1.1.2,complete
BS002664.1,Japan,BA.1.1.2,complete
BS002665.1,Japan,BC.1,complete
BS002666.1,Japan,BA.1,complete
BS002667.1,Japan,BA.1.1.2,complete
BS002668.1,Japan,BA.1.1.2,complete
BS002669.1,Japan,BA.1.1.2,complete
BS002670.1,Japan,BA.1.1.2,complete
BS002671.1,Japan,BA.1.1.2,complete
BS002672.1,Japan,BA.1.1.2,complete
BS002673.1,Japan,BA.1.1.2,complete
BS002674.1,Japan,BA.1.1.2,complete
BS002675.1,Japan,BA.1.1.2,complete
BS002676.1,Japan,BA.1.1.2,complete
BS002677.1,Japan,BA.1.1.2,complete
BS002678.1,Japan,AY.29,complete
BS002679.1,Japan,AY.29,complete
BS002680.1,Japan,AY.29,complete
BS002681.1,Japan,BA.1.1.2,complete
BS002682.1,Japan,BA.1.1.2,complete
BS002683.1,Japan,BA.1.1.2,complete
BS002684.1,Japan,BA.1.1.2,complete
BS002685.1,Japan,BA.1.1.2,complete
BS002686.1,Japan,BA.1.1.2,complete
BS002687.1,Japan,BA.1.1.2,complete
BS002688.1,Japan,BA.1.1.2,complete
BS002689.1,Japan,BA.1.1.2,complete
BS002690.1,Japan,BA.1.1,complete
BS002691.1,Japan,BA.1.1,complete
BS002692.1,Japan,BA.1.1,complete
BS002693.1,Japan,BA.1.1,complete
BS002694.1,Japan,BA.1.1,complete
BS002695.1,Japan,BA.1.1.2,complete
BS002696.1,Japan,BA.1.1.2,complete
BS002697.1,Japan,BA.1.1,complete
BS002698.1,Japan,BA.1.1.2,complete
BS002699.1,Japan,BA.1.1.2,complete
BS002700.1,Japan,BA.1.1.2,complete
BS002701.1,Japan,BA.1.1,complete
BS002702.1,Japan,BA.1.1.2,complete
BS002703.1,Japan,BA.1.1.2,complete
BS002704.1,Japan,BA.1.1.2,complete
BS002705.1,Japan,BA.1.1.2,complete
BS002706.1,Japan,BA.1.1.2,complete
BS002707.1,Japan,BA.1.1.2,complete
BS002708.1,Japan,BA.1.1.2,complete
BS002709.1,Japan,BA.1.1.2,complete
BS002710.1,Japan,BA.1.1.2,complete
BS002711.1,Japan,BA.1.1.2,complete
BS002712.1,Japan,BA.1.1.2,complete
BS002713.1,Japan,BA.1.1.2,complete
BS002714.1,Japan,BA.1.1,complete
BS002715.1,Japan,BA.1.1,complete
BS002716.1,Japan,BA.1.1.2,complete
BS002717.1,Japan,BA.1.1.2,complete
BS002718.1,Japan,BA.1.1.2,complete
BS002719.1,Japan,BA.1.1.2,complete
BS002720.1,Japan,BA.1.1.2,complete
BS002721.1,Japan,BA.1.1.2,complete
BS002722.1,Japan,BA.1.1.2,complete
BS002723.1,Japan,BA.1.1.2,complete
BS002724.1,Japan,BA.1.1.2,complete
BS002725.1,Japan,BA.1.1.2,complete
BS002726.1,Japan,BA.1.1.2,complete
BS002727.1,Japan,BA.1.1.2,complete
BS002728.1,Japan,BA.1.1.2,complete
BS002729.1,Japan,BA.1.1.2,complete
BS002730.1,Japan,BA.1.1.2,complete
BS002731.1,Japan,BA.1.1.2,complete
BS002732.1,Japan,BA.1.1.2,complete
BS002733.1,Japan,BA.1.1.2,complete
BS002734.1,Japan,BA.1.1.2,complete
BS002735.1,Japan,BA.1.1.2,complete
BS002736.1,Japan,BA.1.1.2,complete
BS002737.1,Japan,BA.1.1.2,complete
BS002738.1,Japan,AY.29,complete
BS002739.1,Japan,BA.1.1.2,complete
BS002740.1,Japan,BA.1.1,complete
BS002741.1,Japan,BA.1.1.2,complete
BS002742.1,Japan,BA.1.1,complete
BS002743.1,Japan,BA.1.1.2,complete
BS002744.1,Japan,BA.1.1,complete
BS002745.1,Japan,BA.1.1.2,complete
BS002746.1,Japan,BA.1.1,complete
BS002747.1,Japan,BA.1.1,complete
BS002748.1,Japan,BA.1.1,complete
BS002749.1,Japan,BA.1.1,complete
BS002750.1,Japan,BC.1,complete
BS002751.1,Japan,BA.1.1.2,complete
BS002752.1,Japan,BA.1.1.2,complete
BS002753.1,Japan,BA.1.1,complete
BS002754.1,Japan,BA.1.1.2,complete
BS002755.1,Japan,BA.1.1.2,complete
BS002756.1,Japan,BA.1.1.2,complete
BS002757.1,Japan,BA.1.1.2,complete
BS002758.1,Japan,BA.1.1.2,complete
BS002759.1,Japan,BA.1.1.2,complete
BS002760.1,Japan,BA.1.1.2,complete
BS002761.1,Japan,BA.1.1,complete
BS002762.1,Japan,BA.1.1.2,complete
BS002763.1,Japan,BA.1.1,complete
BS002764.1,Japan,BA.1.1.2,complete
BS002765.1,Japan,BA.1.1,complete
BS002766.1,Japan,BA.1.1,complete
BS002767.1,Japan,BA.1.1.2,complete
BS002768.1,Japan,BA.1.1.2,complete
BS002769.1,Japan,BA.1.1.2,complete
BS002770.1,Japan,BA.1.1.2,complete
BS002771.1,Japan,BA.1.1,complete
BS002772.1,Japan,BA.1.1.2,complete
BS002773.1,Japan,BA.1.1.2,complete
BS002774.1,Japan,BA.1.1.2,complete
BS002775.1,Japan,BA.1.1.2,complete
BS002776.1,Japan,BA.1.1.2,complete
BS002777.1,Japan,BC.1,complete
BS002778.1,Japan,BA.1.1.2,complete
BS002779.1,Japan,BA.1.1.2,complete
BS002780.1,Japan,BA.1.1.2,complete
BS002781.1,Japan,BC.1,complete
BS002782.1,Japan,BA.1.1.2,complete
BS002783.1,Japan,BC.1,complete
BS002784.1,Japan,BA.1.1.2,complete
BS002785.1,Japan,BA.1.1.2,complete
BS002786.1,Japan,BA.1.1.2,complete
BS002787.1,Japan,BA.1.1.2,complete
BS002788.1,Japan,BA.1.1.2,complete
BS002789.1,Japan,BA.1.1.2,complete
BS002790.1,Japan,BA.1.1.2,complete
BS002791.1,Japan,BA.1.1.2,complete
BS002792.1,Japan,BA.1.1.2,complete
BS002793.1,Japan,BA.1.1.2,complete
BS002794.1,Japan,BA.1.1.2,complete
BS002795.1,Japan,BA.1.1.2,complete
BS002796.1,Japan,BA.1.1.2,complete
BS002797.1,Japan,BA.1.1.2,complete
BS002798.1,Japan,BC.1,complete
BS002799.1,Japan,BA.1.1.2,complete
BS002800.1,Japan,BA.1.1.2,complete
BS002801.1,Japan,BA.1.1.2,complete
BS002802.1,Japan,BA.1.1.2,complete
BS002803.1,Japan,BA.1.1.2,complete
BS002804.1,Japan,BA.1.1.2,complete
BS002805.1,Japan,BA.1.1.2,complete
BS002806.1,Japan,BA.1.1.2,complete
BS002807.1,Japan,BA.1.1.2,complete
BS002808.1,Japan,BA.1.1.2,complete
BS002809.1,Japan,BA.1.1.2,complete
BS002810.1,Japan,BA.1.1.2,complete
BS002811.1,Japan,BA.1.1.2,complete
BS002812.1,Japan,BA.1.1.2,complete
BS002813.1,Japan,BA.1.1.2,complete
BS002814.1,Japan,BA.1.1.2,complete
BS002815.1,Japan,BA.1.1.2,complete
BS002816.1,Japan,BA.1.1.2,complete
BS002817.1,Japan,BA.1.1.2,complete
BS002818.1,Japan,BC.1,complete
BS002819.1,Japan,BA.1.1.2,complete
BS002820.1,Japan,BA.1.1.2,complete
BS002821.1,Japan,BA.1.1.2,complete
BS002822.1,Japan,BA.1.1.2,complete
BS002823.1,Japan,BA.1.1.2,complete
BS002824.1,Japan,BA.1.1,complete
BS002825.1,Japan,BA.1.1,complete
BS002826.1,Japan,BA.1.1.2,complete
BS002827.1,Japan,BA.1.1.2,complete
BS002828.1,Japan,BA.1.1.2,complete
BS002829.1,Japan,BA.1.1.2,complete
BS002830.1,Japan,BA.1.1.2,complete
BS002831.1,Japan,BA.1.1.2,complete
BS002832.1,Japan,BA.1.1.2,complete
BS002833.1,Japan,BC.1,complete
BS002834.1,Japan,BA.1.1.2,complete
BS002835.1,Japan,BC.1,complete
BS002836.1,Japan,BA.1.1.2,complete
BS002837.1,Japan,BA.1.1.2,complete
BS002838.1,Japan,BA.1.1.2,complete
BS002839.1,Japan,BA.1.1.2,complete
BS002840.1,Japan,BA.1.1.2,complete
BS002841.1,Japan,BA.1.1.2,complete
BS002842.1,Japan,BC.1,complete
BS002843.1,Japan,BA.1.1.2,complete
BS002844.1,Japan,BA.1.1.2,complete
BS002845.1,Japan,BA.1.1.2,complete
BS002846.1,Japan,BA.1.1.2,complete
BS002847.1,Japan,BC.1,complete
BS002848.1,Japan,BA.1.1.2,complete
OM638562.1,Bangladesh,BA.1.1,partial
OM638563.1,Bangladesh,BA.1,partial
OM638564.1,Bangladesh,BA.1.1,partial
OM638565.1,Bangladesh,unclassifiable,partial
OM638566.1,Bangladesh,BA.2,partial
OM638567.1,Bangladesh,BA.1.1,partial
OM638568.1,Bangladesh,AY.131,partial
OM638569.1,Bangladesh,BA.2,partial
OM638570.1,Bangladesh,BA.1.1,partial
OM638571.1,Bangladesh,BA.2.10,partial
OM638572.1,Bangladesh,BA.1.1,partial
OM638573.1,Bangladesh,BA.1.1,partial
OM638574.1,Bangladesh,BA.2.10,partial
OM638575.1,Bangladesh,BA.1.17.2,partial
OM638576.1,Bangladesh,BA.1.1,partial
OM638577.1,Bangladesh,BA.1,partial
OM638578.1,Bangladesh,BA.2,complete
OM638579.1,Bangladesh,BA.1.17.2,partial
OM638580.1,Bangladesh,BA.1.1,partial
OM638581.1,Bangladesh,BA.2,partial
OM638582.1,Bangladesh,BA.2.10,complete
OM638583.1,Bangladesh,BA.2,partial
OM638584.1,Bangladesh,BA.1,partial
OM642314.1,Iran,unclassifiable,partial
OM642540.1,Iran,unclassifiable,partial
OM642558.1,Iran,unclassifiable,partial
OM642559.1,Iran,unclassifiable,partial
LC668700.1,Japan,unclassifiable,partial
LC668701.1,Japan,unclassifiable,partial
LC668702.1,Japan,unclassifiable,partial
LC668703.1,Japan,unclassifiable,partial
LC668704.1,Japan,unclassifiable,partial
LC668705.1,Japan,unclassifiable,partial
LC668706.1,Japan,unclassifiable,partial
LC668707.1,Japan,unclassifiable,partial
LC668708.1,Japan,unclassifiable,partial
LC668709.1,Japan,unclassifiable,partial
LC668710.1,Japan,unclassifiable,partial
LC668711.1,Japan,unclassifiable,partial
LC668712.1,Japan,unclassifiable,partial
LC668713.1,Japan,unclassifiable,partial
LC668714.1,Japan,unclassifiable,partial
LC668715.1,Japan,unclassifiable,partial
LC668716.1,Japan,unclassifiable,partial
LC668717.1,Japan,unclassifiable,partial
LC668718.1,Japan,unclassifiable,partial
LC668719.1,Japan,unclassifiable,partial
LC668720.1,Japan,unclassifiable,partial
LC668721.1,Japan,unclassifiable,partial
LC668722.1,Japan,unclassifiable,partial
LC668723.1,Japan,unclassifiable,partial
LC668724.1,Japan,unclassifiable,partial
LC668725.1,Japan,unclassifiable,partial
LC668726.1,Japan,unclassifiable,partial
LC668727.1,Japan,unclassifiable,partial
LC668728.1,Japan,unclassifiable,partial
LC668729.1,Japan,unclassifiable,partial
LC668730.1,Japan,unclassifiable,partial
LC668731.1,Japan,unclassifiable,partial
LC668732.1,Japan,unclassifiable,partial
LC668733.1,Japan,unclassifiable,partial
LC668734.1,Japan,unclassifiable,partial
LC668735.1,Japan,unclassifiable,partial
LC668736.1,Japan,unclassifiable,partial
LC668737.1,Japan,unclassifiable,partial
LC668738.1,Japan,unclassifiable,partial
LC668739.1,Japan,unclassifiable,partial
LC668740.1,Japan,unclassifiable,partial
LC668741.1,Japan,unclassifiable,partial
LC668742.1,Japan,unclassifiable,partial
LC668743.1,Japan,unclassifiable,partial
LC668744.1,Japan,unclassifiable,partial
LC668745.1,Japan,unclassifiable,partial
LC668746.1,Japan,unclassifiable,partial
LC668747.1,Japan,unclassifiable,partial
LC668748.1,Japan,unclassifiable,partial
LC668749.1,Japan,unclassifiable,partial
LC668750.1,Japan,unclassifiable,partial
LC668751.1,Japan,unclassifiable,partial
LC668752.1,Japan,unclassifiable,partial
LC668753.1,Japan,unclassifiable,partial
LC668754.1,Japan,unclassifiable,partial
LC668755.1,Japan,unclassifiable,partial
LC668756.1,Japan,unclassifiable,partial
LC668757.1,Japan,unclassifiable,partial
LC668758.1,Japan,unclassifiable,partial
LC668759.1,Japan,unclassifiable,partial
LC668760.1,Japan,unclassifiable,partial
LC668761.1,Japan,unclassifiable,partial
LC668762.1,Japan,unclassifiable,partial
LC668763.1,Japan,unclassifiable,partial
LC668764.1,Japan,unclassifiable,partial
LC668765.1,Japan,unclassifiable,partial
LC668766.1,Japan,unclassifiable,partial
LC668767.1,Japan,unclassifiable,partial
LC668768.1,Japan,unclassifiable,partial
LC668769.1,Japan,unclassifiable,partial
LC668770.1,Japan,unclassifiable,partial
LC668771.1,Japan,unclassifiable,partial
LC668772.1,Japan,unclassifiable,partial
LC668773.1,Japan,unclassifiable,partial
LC668774.1,Japan,unclassifiable,partial
LC668775.1,Japan,unclassifiable,partial
LC668776.1,Japan,unclassifiable,partial
LC668777.1,Japan,unclassifiable,partial
LC668778.1,Japan,unclassifiable,partial
LC668779.1,Japan,unclassifiable,partial
LC668780.1,Japan,unclassifiable,partial
LC668781.1,Japan,unclassifiable,partial
LC668782.1,Japan,unclassifiable,partial
LC668783.1,Japan,unclassifiable,partial
LC668784.1,Japan,unclassifiable,partial
LC668785.1,Japan,unclassifiable,partial
LC668786.1,Japan,unclassifiable,partial
LC668787.1,Japan,unclassifiable,partial
LC668788.1,Japan,unclassifiable,partial
LC668789.1,Japan,unclassifiable,partial
LC668790.1,Japan,unclassifiable,partial
LC668791.1,Japan,unclassifiable,partial
LC668792.1,Japan,unclassifiable,partial
LC668793.1,Japan,unclassifiable,partial
LC668794.1,Japan,unclassifiable,partial
LC668795.1,Japan,unclassifiable,partial
LC668796.1,Japan,unclassifiable,partial
LC668797.1,Japan,unclassifiable,partial
LC668798.1,Japan,unclassifiable,partial
LC668799.1,Japan,unclassifiable,partial
LC668800.1,Japan,unclassifiable,partial
LC668801.1,Japan,unclassifiable,partial
LC668802.1,Japan,unclassifiable,partial
LC668803.1,Japan,unclassifiable,partial
LC668804.1,Japan,unclassifiable,partial
LC668805.1,Japan,unclassifiable,partial
LC668806.1,Japan,unclassifiable,partial
LC668807.1,Japan,unclassifiable,partial
LC668808.1,Japan,unclassifiable,partial
LC668809.1,Japan,unclassifiable,partial
LC668810.1,Japan,unclassifiable,partial
LC668811.1,Japan,unclassifiable,partial
LC668812.1,Japan,unclassifiable,partial
LC668813.1,Japan,unclassifiable,partial
LC668814.1,Japan,unclassifiable,partial
LC668815.1,Japan,unclassifiable,partial
LC668816.1,Japan,unclassifiable,partial
LC668817.1,Japan,unclassifiable,partial
LC668818.1,Japan,unclassifiable,partial
LC668819.1,Japan,unclassifiable,partial
LC668820.1,Japan,unclassifiable,partial
LC668821.1,Japan,unclassifiable,partial
LC668822.1,Japan,unclassifiable,partial
LC668823.1,Japan,unclassifiable,partial
LC668824.1,Japan,unclassifiable,partial
LC668825.1,Japan,unclassifiable,partial
LC668826.1,Japan,unclassifiable,partial
LC668827.1,Japan,unclassifiable,partial
LC668828.1,Japan,unclassifiable,partial
LC668829.1,Japan,unclassifiable,partial
LC668830.1,Japan,unclassifiable,partial
LC668831.1,Japan,unclassifiable,partial
LC668832.1,Japan,unclassifiable,partial
LC668833.1,Japan,unclassifiable,partial
LC668834.1,Japan,unclassifiable,partial
LC668835.1,Japan,unclassifiable,partial
LC668836.1,Japan,unclassifiable,partial
LC668837.1,Japan,unclassifiable,partial
LC668838.1,Japan,unclassifiable,partial
LC668839.1,Japan,unclassifiable,partial
LC668840.1,Japan,unclassifiable,partial
LC668841.1,Japan,unclassifiable,partial
LC668842.1,Japan,unclassifiable,partial
LC668843.1,Japan,unclassifiable,partial
LC668844.1,Japan,unclassifiable,partial
LC668845.1,Japan,unclassifiable,partial
LC668846.1,Japan,unclassifiable,partial
LC668847.1,Japan,unclassifiable,partial
LC668848.1,Japan,unclassifiable,partial
LC668849.1,Japan,unclassifiable,partial
LC668850.1,Japan,unclassifiable,partial
LC668851.1,Japan,unclassifiable,partial
LC668852.1,Japan,unclassifiable,partial
LC668853.1,Japan,unclassifiable,partial
LC668854.1,Japan,unclassifiable,partial
LC668855.1,Japan,unclassifiable,partial
LC668856.1,Japan,unclassifiable,partial
LC668857.1,Japan,unclassifiable,partial
LC668858.1,Japan,unclassifiable,partial
LC668859.1,Japan,unclassifiable,partial
LC668860.1,Japan,unclassifiable,partial
LC668861.1,Japan,unclassifiable,partial
LC668862.1,Japan,unclassifiable,partial
LC668863.1,Japan,unclassifiable,partial
LC668864.1,Japan,unclassifiable,partial
LC668865.1,Japan,unclassifiable,partial
LC668866.1,Japan,unclassifiable,partial
LC668867.1,Japan,unclassifiable,partial
LC668868.1,Japan,unclassifiable,partial
LC668869.1,Japan,unclassifiable,partial
LC668870.1,Japan,unclassifiable,partial
LC668871.1,Japan,unclassifiable,partial
LC668872.1,Japan,unclassifiable,partial
LC668873.1,Japan,unclassifiable,partial
LC668874.1,Japan,unclassifiable,partial
LC668875.1,Japan,unclassifiable,partial
LC668876.1,Japan,unclassifiable,partial
LC668877.1,Japan,unclassifiable,partial
LC668878.1,Japan,unclassifiable,partial
LC668879.1,Japan,unclassifiable,partial
LC668880.1,Japan,unclassifiable,partial
LC668881.1,Japan,unclassifiable,partial
LC668882.1,Japan,unclassifiable,partial
LC668883.1,Japan,unclassifiable,partial
LC668884.1,Japan,unclassifiable,partial
LC668885.1,Japan,unclassifiable,partial
LC668886.1,Japan,unclassifiable,partial
LC668887.1,Japan,unclassifiable,partial
LC668888.1,Japan,unclassifiable,partial
LC668889.1,Japan,unclassifiable,partial
LC668890.1,Japan,unclassifiable,partial
LC668891.1,Japan,unclassifiable,partial
LC668892.1,Japan,unclassifiable,partial
LC668893.1,Japan,unclassifiable,partial
LC668894.1,Japan,unclassifiable,partial
LC668895.1,Japan,unclassifiable,partial
LC668896.1,Japan,unclassifiable,partial
LC668897.1,Japan,unclassifiable,partial
LC668898.1,Japan,unclassifiable,partial
LC668899.1,Japan,unclassifiable,partial
LC668900.1,Japan,unclassifiable,partial
LC668901.1,Japan,unclassifiable,partial
LC668902.1,Japan,unclassifiable,partial
LC668903.1,Japan,unclassifiable,partial
LC668904.1,Japan,unclassifiable,partial
LC668905.1,Japan,unclassifiable,partial
LC668906.1,Japan,unclassifiable,partial
LC668907.1,Japan,unclassifiable,partial
LC668908.1,Japan,unclassifiable,partial
LC668909.1,Japan,unclassifiable,partial
LC668910.1,Japan,unclassifiable,partial
LC668911.1,Japan,unclassifiable,partial
LC668912.1,Japan,unclassifiable,partial
LC668913.1,Japan,unclassifiable,partial
LC668914.1,Japan,unclassifiable,partial
LC668915.1,Japan,unclassifiable,partial
LC668916.1,Japan,unclassifiable,partial
LC668917.1,Japan,unclassifiable,partial
LC668918.1,Japan,unclassifiable,partial
LC668919.1,Japan,unclassifiable,partial
LC668920.1,Japan,unclassifiable,partial
LC668921.1,Japan,unclassifiable,partial
LC668922.1,Japan,unclassifiable,partial
LC668923.1,Japan,unclassifiable,partial
LC668924.1,Japan,unclassifiable,partial
LC668925.1,Japan,unclassifiable,partial
LC668926.1,Japan,unclassifiable,partial
LC668927.1,Japan,unclassifiable,partial
LC668928.1,Japan,unclassifiable,partial
LC668929.1,Japan,unclassifiable,partial
LC668930.1,Japan,unclassifiable,partial
LC668931.1,Japan,unclassifiable,partial
LC668932.1,Japan,unclassifiable,partial
LC668933.1,Japan,unclassifiable,partial
LC668934.1,Japan,unclassifiable,partial
LC668935.1,Japan,unclassifiable,partial
LC668936.1,Japan,unclassifiable,partial
LC668937.1,Japan,unclassifiable,partial
LC668938.1,Japan,unclassifiable,partial
LC668939.1,Japan,unclassifiable,partial
LC668940.1,Japan,unclassifiable,partial
LC668941.1,Japan,unclassifiable,partial
LC668942.1,Japan,unclassifiable,partial
LC668943.1,Japan,unclassifiable,partial
LC668944.1,Japan,unclassifiable,partial
LC668945.1,Japan,unclassifiable,partial
LC668946.1,Japan,unclassifiable,partial
LC668947.1,Japan,unclassifiable,partial
LC668948.1,Japan,unclassifiable,partial
LC668949.1,Japan,unclassifiable,partial
LC668950.1,Japan,unclassifiable,partial
LC668951.1,Japan,unclassifiable,partial
LC668952.1,Japan,unclassifiable,partial
LC668953.1,Japan,unclassifiable,partial
LC668954.1,Japan,unclassifiable,partial
LC668955.1,Japan,unclassifiable,partial
LC668956.1,Japan,unclassifiable,partial
LC668957.1,Japan,unclassifiable,partial
LC668958.1,Japan,unclassifiable,partial
LC668959.1,Japan,unclassifiable,partial
LC668960.1,Japan,unclassifiable,partial
LC668961.1,Japan,unclassifiable,partial
LC668962.1,Japan,unclassifiable,partial
LC668963.1,Japan,unclassifiable,partial
LC668964.1,Japan,unclassifiable,partial
LC668965.1,Japan,unclassifiable,partial
LC668966.1,Japan,unclassifiable,partial
LC668967.1,Japan,unclassifiable,partial
LC668968.1,Japan,unclassifiable,partial
LC668969.1,Japan,unclassifiable,partial
LC668970.1,Japan,unclassifiable,partial
LC668971.1,Japan,unclassifiable,partial
LC668972.1,Japan,unclassifiable,partial
LC668973.1,Japan,unclassifiable,partial
LC668974.1,Japan,unclassifiable,partial
LC668975.1,Japan,unclassifiable,partial
LC668976.1,Japan,unclassifiable,partial
LC668977.1,Japan,unclassifiable,partial
LC668978.1,Japan,unclassifiable,partial
LC668979.1,Japan,unclassifiable,partial
LC668980.1,Japan,unclassifiable,partial
LC668981.1,Japan,unclassifiable,partial
LC668982.1,Japan,unclassifiable,partial
LC668983.1,Japan,unclassifiable,partial
LC668984.1,Japan,unclassifiable,partial
LC668985.1,Japan,unclassifiable,partial
LC668986.1,Japan,unclassifiable,partial
LC668987.1,Japan,unclassifiable,partial
LC668988.1,Japan,unclassifiable,partial
LC668989.1,Japan,unclassifiable,partial
LC668990.1,Japan,unclassifiable,partial
LC668991.1,Japan,unclassifiable,partial
LC668992.1,Japan,unclassifiable,partial
LC668993.1,Japan,unclassifiable,partial
LC668994.1,Japan,unclassifiable,partial
LC668995.1,Japan,unclassifiable,partial
LC668996.1,Japan,unclassifiable,partial
LC668997.1,Japan,unclassifiable,partial
LC668998.1,Japan,unclassifiable,partial
LC668999.1,Japan,unclassifiable,partial
LC669000.1,Japan,unclassifiable,partial
LC669001.1,Japan,unclassifiable,partial
LC669002.1,Japan,unclassifiable,partial
LC669003.1,Japan,unclassifiable,partial
LC669004.1,Japan,unclassifiable,partial
LC669005.1,Japan,unclassifiable,partial
LC669006.1,Japan,unclassifiable,partial
LC669007.1,Japan,unclassifiable,partial
LC669008.1,Japan,unclassifiable,partial
LC669009.1,Japan,unclassifiable,partial
LC669010.1,Japan,unclassifiable,partial
LC669011.1,Japan,unclassifiable,partial
LC669012.1,Japan,unclassifiable,partial
LC669013.1,Japan,unclassifiable,partial
LC669014.1,Japan,unclassifiable,partial
LC669015.1,Japan,unclassifiable,partial
LC669016.1,Japan,unclassifiable,partial
LC669017.1,Japan,unclassifiable,partial
LC669018.1,Japan,unclassifiable,partial
LC669019.1,Japan,unclassifiable,partial
LC669020.1,Japan,unclassifiable,partial
LC669021.1,Japan,unclassifiable,partial
LC669022.1,Japan,unclassifiable,partial
LC669023.1,Japan,unclassifiable,partial
LC669024.1,Japan,unclassifiable,partial
LC669025.1,Japan,unclassifiable,partial
LC669026.1,Japan,unclassifiable,partial
LC669027.1,Japan,unclassifiable,partial
LC669028.1,Japan,unclassifiable,partial
LC669029.1,Japan,unclassifiable,partial
LC669030.1,Japan,unclassifiable,partial
LC669031.1,Japan,unclassifiable,partial
LC669032.1,Japan,unclassifiable,partial
LC669033.1,Japan,unclassifiable,partial
LC669034.1,Japan,unclassifiable,partial
LC669035.1,Japan,unclassifiable,partial
LC669036.1,Japan,unclassifiable,partial
LC669037.1,Japan,unclassifiable,partial
LC669038.1,Japan,unclassifiable,partial
LC669039.1,Japan,unclassifiable,partial
LC669040.1,Japan,unclassifiable,partial
LC669041.1,Japan,unclassifiable,partial
LC669042.1,Japan,unclassifiable,partial
LC669043.1,Japan,unclassifiable,partial
LC669044.1,Japan,unclassifiable,partial
LC669045.1,Japan,unclassifiable,partial
LC669046.1,Japan,unclassifiable,partial
LC669047.1,Japan,unclassifiable,partial
LC669048.1,Japan,unclassifiable,partial
LC669049.1,Japan,unclassifiable,partial
LC669050.1,Japan,unclassifiable,partial
LC669051.1,Japan,unclassifiable,partial
LC669052.1,Japan,unclassifiable,partial
LC669053.1,Japan,unclassifiable,partial
LC669054.1,Japan,unclassifiable,partial
LC669055.1,Japan,unclassifiable,partial
